"X","性別","醫療層級","縣市","年齡","年度","人數"
8027,"F","區域醫院","彰化縣",27,2009,121
8028,"F","區域醫院","彰化縣",27,2010,107
8029,"F","區域醫院","彰化縣",27,2011,122
8030,"F","區域醫院","彰化縣",27,2012,147
8031,"F","區域醫院","彰化縣",28,2005,21
8032,"F","區域醫院","彰化縣",28,2006,47
8033,"F","區域醫院","彰化縣",28,2007,88
8034,"F","區域醫院","彰化縣",28,2008,122
8035,"F","區域醫院","彰化縣",28,2009,124
8036,"F","區域醫院","彰化縣",28,2010,118
8037,"F","區域醫院","彰化縣",28,2011,103
8038,"F","區域醫院","彰化縣",28,2012,101
8039,"F","區域醫院","彰化縣",29,2005,17
8040,"F","區域醫院","彰化縣",29,2006,45
8041,"F","區域醫院","彰化縣",29,2007,76
8042,"F","區域醫院","彰化縣",29,2008,114
8043,"F","區域醫院","彰化縣",29,2009,106
8044,"F","區域醫院","彰化縣",29,2010,114
8045,"F","區域醫院","彰化縣",29,2011,107
8046,"F","區域醫院","彰化縣",29,2012,95
8047,"F","區域醫院","彰化縣",30,2005,9
8048,"F","區域醫院","彰化縣",30,2006,34
8049,"F","區域醫院","彰化縣",30,2007,69
8050,"F","區域醫院","彰化縣",30,2008,107
8051,"F","區域醫院","彰化縣",30,2009,102
8052,"F","區域醫院","彰化縣",30,2010,93
8053,"F","區域醫院","彰化縣",30,2011,101
8054,"F","區域醫院","彰化縣",30,2012,104
8055,"F","區域醫院","彰化縣",31,2005,6
8056,"F","區域醫院","彰化縣",31,2006,20
8057,"F","區域醫院","彰化縣",31,2007,44
8058,"F","區域醫院","彰化縣",31,2008,98
8059,"F","區域醫院","彰化縣",31,2009,95
8060,"F","區域醫院","彰化縣",31,2010,99
8061,"F","區域醫院","彰化縣",31,2011,89
8062,"F","區域醫院","彰化縣",31,2012,89
8063,"F","區域醫院","彰化縣",32,2005,6
8064,"F","區域醫院","彰化縣",32,2006,17
8065,"F","區域醫院","彰化縣",32,2007,42
8066,"F","區域醫院","彰化縣",32,2008,67
8067,"F","區域醫院","彰化縣",32,2009,98
8068,"F","區域醫院","彰化縣",32,2010,90
8069,"F","區域醫院","彰化縣",32,2011,81
8070,"F","區域醫院","彰化縣",32,2012,87
8071,"F","區域醫院","彰化縣",33,2005,7
8072,"F","區域醫院","彰化縣",33,2006,12
8073,"F","區域醫院","彰化縣",33,2007,27
8074,"F","區域醫院","彰化縣",33,2008,62
8075,"F","區域醫院","彰化縣",33,2009,54
8076,"F","區域醫院","彰化縣",33,2010,94
8077,"F","區域醫院","彰化縣",33,2011,92
8078,"F","區域醫院","彰化縣",33,2012,80
8079,"F","區域醫院","彰化縣",34,2005,7
8080,"F","區域醫院","彰化縣",34,2006,10
8081,"F","區域醫院","彰化縣",34,2007,18
8082,"F","區域醫院","彰化縣",34,2008,61
8083,"F","區域醫院","彰化縣",34,2009,58
8084,"F","區域醫院","彰化縣",34,2010,52
8085,"F","區域醫院","彰化縣",34,2011,83
8086,"F","區域醫院","彰化縣",34,2012,88
8087,"F","區域醫院","彰化縣",35,2005,4
8088,"F","區域醫院","彰化縣",35,2006,9
8089,"F","區域醫院","彰化縣",35,2007,18
8090,"F","區域醫院","彰化縣",35,2008,40
8091,"F","區域醫院","彰化縣",35,2009,45
8092,"F","區域醫院","彰化縣",35,2010,57
8093,"F","區域醫院","彰化縣",35,2011,46
8094,"F","區域醫院","彰化縣",35,2012,77
8095,"F","區域醫院","彰化縣",36,2005,5
8096,"F","區域醫院","彰化縣",36,2006,5
8097,"F","區域醫院","彰化縣",36,2007,11
8098,"F","區域醫院","彰化縣",36,2008,39
8099,"F","區域醫院","彰化縣",36,2009,34
8100,"F","區域醫院","彰化縣",36,2010,46
8101,"F","區域醫院","彰化縣",36,2011,55
8102,"F","區域醫院","彰化縣",36,2012,46
8103,"F","區域醫院","彰化縣",37,2005,4
8104,"F","區域醫院","彰化縣",37,2006,5
8105,"F","區域醫院","彰化縣",37,2007,8
8106,"F","區域醫院","彰化縣",37,2008,25
8107,"F","區域醫院","彰化縣",37,2009,36
8108,"F","區域醫院","彰化縣",37,2010,32
8109,"F","區域醫院","彰化縣",37,2011,39
8110,"F","區域醫院","彰化縣",37,2012,52
8111,"F","區域醫院","彰化縣",38,2005,4
8112,"F","區域醫院","彰化縣",38,2006,7
8113,"F","區域醫院","彰化縣",38,2007,5
8114,"F","區域醫院","彰化縣",38,2008,15
8115,"F","區域醫院","彰化縣",38,2009,18
8116,"F","區域醫院","彰化縣",38,2010,35
8117,"F","區域醫院","彰化縣",38,2011,29
8118,"F","區域醫院","彰化縣",38,2012,41
8119,"F","區域醫院","彰化縣",39,2005,3
8120,"F","區域醫院","彰化縣",39,2006,5
8121,"F","區域醫院","彰化縣",39,2007,9
8122,"F","區域醫院","彰化縣",39,2008,11
8123,"F","區域醫院","彰化縣",39,2009,10
8124,"F","區域醫院","彰化縣",39,2010,20
8125,"F","區域醫院","彰化縣",39,2011,35
8126,"F","區域醫院","彰化縣",39,2012,29
8127,"F","區域醫院","彰化縣",40,2005,4
8128,"F","區域醫院","彰化縣",40,2006,5
8129,"F","區域醫院","彰化縣",40,2007,7
8130,"F","區域醫院","彰化縣",40,2008,16
8131,"F","區域醫院","彰化縣",40,2009,9
8132,"F","區域醫院","彰化縣",40,2010,10
8133,"F","區域醫院","彰化縣",40,2011,22
8134,"F","區域醫院","彰化縣",40,2012,34
8135,"F","區域醫院","彰化縣",41,2005,2
8136,"F","區域醫院","彰化縣",41,2006,4
8137,"F","區域醫院","彰化縣",41,2007,7
8138,"F","區域醫院","彰化縣",41,2008,14
8139,"F","區域醫院","彰化縣",41,2009,20
8140,"F","區域醫院","彰化縣",41,2010,9
8141,"F","區域醫院","彰化縣",41,2011,11
8142,"F","區域醫院","彰化縣",41,2012,21
8143,"F","區域醫院","彰化縣",42,2005,1
8144,"F","區域醫院","彰化縣",42,2006,3
8145,"F","區域醫院","彰化縣",42,2007,9
8146,"F","區域醫院","彰化縣",42,2008,16
8147,"F","區域醫院","彰化縣",42,2009,13
8148,"F","區域醫院","彰化縣",42,2010,19
8149,"F","區域醫院","彰化縣",42,2011,8
8150,"F","區域醫院","彰化縣",42,2012,12
8151,"F","區域醫院","彰化縣",43,2005,5
8152,"F","區域醫院","彰化縣",43,2006,3
8153,"F","區域醫院","彰化縣",43,2007,3
8154,"F","區域醫院","彰化縣",43,2008,17
8155,"F","區域醫院","彰化縣",43,2009,14
8156,"F","區域醫院","彰化縣",43,2010,12
8157,"F","區域醫院","彰化縣",43,2011,20
8158,"F","區域醫院","彰化縣",43,2012,7
8159,"F","區域醫院","彰化縣",44,2005,3
8160,"F","區域醫院","彰化縣",44,2006,6
8161,"F","區域醫院","彰化縣",44,2007,9
8162,"F","區域醫院","彰化縣",44,2008,9
8163,"F","區域醫院","彰化縣",44,2009,15
8164,"F","區域醫院","彰化縣",44,2010,14
8165,"F","區域醫院","彰化縣",44,2011,13
8166,"F","區域醫院","彰化縣",44,2012,20
8167,"F","區域醫院","彰化縣",45,2005,1
8168,"F","區域醫院","彰化縣",45,2006,5
8169,"F","區域醫院","彰化縣",45,2007,8
8170,"F","區域醫院","彰化縣",45,2008,16
8171,"F","區域醫院","彰化縣",45,2009,7
8172,"F","區域醫院","彰化縣",45,2010,16
8173,"F","區域醫院","彰化縣",45,2011,14
8174,"F","區域醫院","彰化縣",45,2012,13
8175,"F","區域醫院","彰化縣",46,2005,3
8176,"F","區域醫院","彰化縣",46,2006,1
8177,"F","區域醫院","彰化縣",46,2007,5
8178,"F","區域醫院","彰化縣",46,2008,9
8179,"F","區域醫院","彰化縣",46,2009,14
8180,"F","區域醫院","彰化縣",46,2010,6
8181,"F","區域醫院","彰化縣",46,2011,16
8182,"F","區域醫院","彰化縣",46,2012,12
8183,"F","區域醫院","彰化縣",47,2006,4
8184,"F","區域醫院","彰化縣",47,2007,1
8185,"F","區域醫院","彰化縣",47,2008,12
8186,"F","區域醫院","彰化縣",47,2009,11
8187,"F","區域醫院","彰化縣",47,2010,14
8188,"F","區域醫院","彰化縣",47,2011,6
8189,"F","區域醫院","彰化縣",47,2012,16
8190,"F","區域醫院","彰化縣",48,2006,3
8191,"F","區域醫院","彰化縣",48,2007,5
8192,"F","區域醫院","彰化縣",48,2008,6
8193,"F","區域醫院","彰化縣",48,2009,13
8194,"F","區域醫院","彰化縣",48,2010,10
8195,"F","區域醫院","彰化縣",48,2011,15
8196,"F","區域醫院","彰化縣",48,2012,6
8197,"F","區域醫院","彰化縣",49,2007,3
8198,"F","區域醫院","彰化縣",49,2008,9
8199,"F","區域醫院","彰化縣",49,2009,6
8200,"F","區域醫院","彰化縣",49,2010,11
8201,"F","區域醫院","彰化縣",49,2011,9
8202,"F","區域醫院","彰化縣",49,2012,16
8203,"F","區域醫院","彰化縣",50,2008,4
8204,"F","區域醫院","彰化縣",50,2009,10
8205,"F","區域醫院","彰化縣",50,2010,7
8206,"F","區域醫院","彰化縣",50,2011,10
8207,"F","區域醫院","彰化縣",50,2012,9
8208,"F","區域醫院","彰化縣",51,2005,1
8209,"F","區域醫院","彰化縣",51,2006,1
8210,"F","區域醫院","彰化縣",51,2009,2
8211,"F","區域醫院","彰化縣",51,2010,8
8212,"F","區域醫院","彰化縣",51,2011,6
8213,"F","區域醫院","彰化縣",51,2012,10
8214,"F","區域醫院","彰化縣",52,2006,3
8215,"F","區域醫院","彰化縣",52,2008,1
8216,"F","區域醫院","彰化縣",52,2010,1
8217,"F","區域醫院","彰化縣",52,2011,9
8218,"F","區域醫院","彰化縣",52,2012,4
8219,"F","區域醫院","彰化縣",53,2007,2
8220,"F","區域醫院","彰化縣",53,2008,2
8221,"F","區域醫院","彰化縣",53,2009,1
8222,"F","區域醫院","彰化縣",53,2011,1
8223,"F","區域醫院","彰化縣",53,2012,8
8224,"F","區域醫院","彰化縣",54,2008,2
8225,"F","區域醫院","彰化縣",54,2009,2
8226,"F","區域醫院","彰化縣",54,2010,1
8227,"F","區域醫院","彰化縣",54,2012,1
8228,"F","區域醫院","彰化縣",55,2006,1
8229,"F","區域醫院","彰化縣",55,2009,2
8230,"F","區域醫院","彰化縣",55,2010,2
8231,"F","區域醫院","彰化縣",55,2011,1
8232,"F","區域醫院","彰化縣",56,2007,1
8233,"F","區域醫院","彰化縣",56,2010,1
8234,"F","區域醫院","彰化縣",56,2011,2
8235,"F","區域醫院","彰化縣",56,2012,1
8236,"F","區域醫院","彰化縣",57,2006,1
8237,"F","區域醫院","彰化縣",57,2008,1
8238,"F","區域醫院","彰化縣",57,2011,1
8239,"F","區域醫院","彰化縣",57,2012,2
8240,"F","區域醫院","彰化縣",58,2007,1
8241,"F","區域醫院","彰化縣",58,2008,1
8242,"F","區域醫院","彰化縣",58,2009,1
8243,"F","區域醫院","彰化縣",58,2012,1
8244,"F","區域醫院","彰化縣",59,2008,1
8245,"F","區域醫院","彰化縣",59,2009,2
8246,"F","區域醫院","彰化縣",59,2010,1
8247,"F","區域醫院","彰化縣",60,2010,1
8248,"F","區域醫院","彰化縣",61,2011,1
8249,"F","區域醫院","彰化縣",62,2012,1
8250,"F","地區醫院","高雄市",18,2005,1
8251,"F","地區醫院","高雄市",19,2005,3
8252,"F","地區醫院","高雄市",19,2006,2
8253,"F","地區醫院","高雄市",19,2009,1
8254,"F","地區醫院","高雄市",20,2005,82
8255,"F","地區醫院","高雄市",20,2006,58
8256,"F","地區醫院","高雄市",20,2007,25
8257,"F","地區醫院","高雄市",20,2008,13
8258,"F","地區醫院","高雄市",20,2009,25
8259,"F","地區醫院","高雄市",20,2010,25
8260,"F","地區醫院","高雄市",20,2011,29
8261,"F","地區醫院","高雄市",20,2012,37
8262,"F","地區醫院","高雄市",21,2005,127
8263,"F","地區醫院","高雄市",21,2006,112
8264,"F","地區醫院","高雄市",21,2007,89
8265,"F","地區醫院","高雄市",21,2008,44
8266,"F","地區醫院","高雄市",21,2009,51
8267,"F","地區醫院","高雄市",21,2010,48
8268,"F","地區醫院","高雄市",21,2011,56
8269,"F","地區醫院","高雄市",21,2012,54
8270,"F","地區醫院","高雄市",22,2005,122
8271,"F","地區醫院","高雄市",22,2006,146
8272,"F","地區醫院","高雄市",22,2007,129
8273,"F","地區醫院","高雄市",22,2008,115
8274,"F","地區醫院","高雄市",22,2009,91
8275,"F","地區醫院","高雄市",22,2010,92
8276,"F","地區醫院","高雄市",22,2011,92
8277,"F","地區醫院","高雄市",22,2012,108
8278,"F","地區醫院","高雄市",23,2005,184
8279,"F","地區醫院","高雄市",23,2006,140
8280,"F","地區醫院","高雄市",23,2007,163
8281,"F","地區醫院","高雄市",23,2008,126
8282,"F","地區醫院","高雄市",23,2009,146
8283,"F","地區醫院","高雄市",23,2010,109
8284,"F","地區醫院","高雄市",23,2011,123
8285,"F","地區醫院","高雄市",23,2012,119
8286,"F","地區醫院","高雄市",24,2005,132
8287,"F","地區醫院","高雄市",24,2006,185
8288,"F","地區醫院","高雄市",24,2007,144
8289,"F","地區醫院","高雄市",24,2008,181
8290,"F","地區醫院","高雄市",24,2009,149
8291,"F","地區醫院","高雄市",24,2010,139
8292,"F","地區醫院","高雄市",24,2011,122
8293,"F","地區醫院","高雄市",24,2012,121
8294,"F","地區醫院","高雄市",25,2005,129
8295,"F","地區醫院","高雄市",25,2006,151
8296,"F","地區醫院","高雄市",25,2007,192
8297,"F","地區醫院","高雄市",25,2008,154
8298,"F","地區醫院","高雄市",25,2009,180
8299,"F","地區醫院","高雄市",25,2010,135
8300,"F","地區醫院","高雄市",25,2011,145
8301,"F","地區醫院","高雄市",25,2012,118
8302,"F","地區醫院","高雄市",26,2005,107
8303,"F","地區醫院","高雄市",26,2006,147
8304,"F","地區醫院","高雄市",26,2007,168
8305,"F","地區醫院","高雄市",26,2008,212
8306,"F","地區醫院","高雄市",26,2009,148
8307,"F","地區醫院","高雄市",26,2010,144
8308,"F","地區醫院","高雄市",26,2011,144
8309,"F","地區醫院","高雄市",26,2012,131
8310,"F","地區醫院","高雄市",27,2005,107
8311,"F","地區醫院","高雄市",27,2006,139
8312,"F","地區醫院","高雄市",27,2007,156
8313,"F","地區醫院","高雄市",27,2008,209
8314,"F","地區醫院","高雄市",27,2009,206
8315,"F","地區醫院","高雄市",27,2010,130
8316,"F","地區醫院","高雄市",27,2011,154
8317,"F","地區醫院","高雄市",27,2012,143
8318,"F","地區醫院","高雄市",28,2005,80
8319,"F","地區醫院","高雄市",28,2006,132
8320,"F","地區醫院","高雄市",28,2007,147
8321,"F","地區醫院","高雄市",28,2008,215
8322,"F","地區醫院","高雄市",28,2009,177
8323,"F","地區醫院","高雄市",28,2010,172
8324,"F","地區醫院","高雄市",28,2011,137
8325,"F","地區醫院","高雄市",28,2012,152
8326,"F","地區醫院","高雄市",29,2005,91
8327,"F","地區醫院","高雄市",29,2006,102
8328,"F","地區醫院","高雄市",29,2007,148
8329,"F","地區醫院","高雄市",29,2008,224
8330,"F","地區醫院","高雄市",29,2009,173
8331,"F","地區醫院","高雄市",29,2010,150
8332,"F","地區醫院","高雄市",29,2011,185
8333,"F","地區醫院","高雄市",29,2012,136
8334,"F","地區醫院","高雄市",30,2005,45
8335,"F","地區醫院","高雄市",30,2006,93
8336,"F","地區醫院","高雄市",30,2007,117
8337,"F","地區醫院","高雄市",30,2008,218
8338,"F","地區醫院","高雄市",30,2009,181
8339,"F","地區醫院","高雄市",30,2010,158
8340,"F","地區醫院","高雄市",30,2011,157
8341,"F","地區醫院","高雄市",30,2012,192
8342,"F","地區醫院","高雄市",31,2005,28
8343,"F","地區醫院","高雄市",31,2006,64
8344,"F","地區醫院","高雄市",31,2007,111
8345,"F","地區醫院","高雄市",31,2008,193
8346,"F","地區醫院","高雄市",31,2009,171
8347,"F","地區醫院","高雄市",31,2010,169
8348,"F","地區醫院","高雄市",31,2011,160
8349,"F","地區醫院","高雄市",31,2012,177
8350,"F","地區醫院","高雄市",32,2005,25
8351,"F","地區醫院","高雄市",32,2006,40
8352,"F","地區醫院","高雄市",32,2007,67
8353,"F","地區醫院","高雄市",32,2008,222
8354,"F","地區醫院","高雄市",32,2009,164
8355,"F","地區醫院","高雄市",32,2010,156
8356,"F","地區醫院","高雄市",32,2011,180
8357,"F","地區醫院","高雄市",32,2012,171
8358,"F","地區醫院","高雄市",33,2005,30
8359,"F","地區醫院","高雄市",33,2006,33
8360,"F","地區醫院","高雄市",33,2007,40
8361,"F","地區醫院","高雄市",33,2008,163
8362,"F","地區醫院","高雄市",33,2009,171
8363,"F","地區醫院","高雄市",33,2010,142
8364,"F","地區醫院","高雄市",33,2011,159
8365,"F","地區醫院","高雄市",33,2012,190
8366,"F","地區醫院","高雄市",34,2005,17
8367,"F","地區醫院","高雄市",34,2006,26
8368,"F","地區醫院","高雄市",34,2007,27
8369,"F","地區醫院","高雄市",34,2008,108
8370,"F","地區醫院","高雄市",34,2009,100
8371,"F","地區醫院","高雄市",34,2010,148
8372,"F","地區醫院","高雄市",34,2011,141
8373,"F","地區醫院","高雄市",34,2012,162
8374,"F","地區醫院","高雄市",35,2005,19
8375,"F","地區醫院","高雄市",35,2006,26
8376,"F","地區醫院","高雄市",35,2007,39
8377,"F","地區醫院","高雄市",35,2008,87
8378,"F","地區醫院","高雄市",35,2009,68
8379,"F","地區醫院","高雄市",35,2010,88
8380,"F","地區醫院","高雄市",35,2011,153
8381,"F","地區醫院","高雄市",35,2012,152
8382,"F","地區醫院","高雄市",36,2005,21
8383,"F","地區醫院","高雄市",36,2006,22
8384,"F","地區醫院","高雄市",36,2007,26
8385,"F","地區醫院","高雄市",36,2008,85
8386,"F","地區醫院","高雄市",36,2009,60
8387,"F","地區醫院","高雄市",36,2010,65
8388,"F","地區醫院","高雄市",36,2011,85
8389,"F","地區醫院","高雄市",36,2012,155
8390,"F","地區醫院","高雄市",37,2005,17
8391,"F","地區醫院","高雄市",37,2006,17
8392,"F","地區醫院","高雄市",37,2007,19
8393,"F","地區醫院","高雄市",37,2008,85
8394,"F","地區醫院","高雄市",37,2009,46
8395,"F","地區醫院","高雄市",37,2010,51
8396,"F","地區醫院","高雄市",37,2011,72
8397,"F","地區醫院","高雄市",37,2012,101
8398,"F","地區醫院","高雄市",38,2005,17
8399,"F","地區醫院","高雄市",38,2006,19
8400,"F","地區醫院","高雄市",38,2007,20
8401,"F","地區醫院","高雄市",38,2008,80
8402,"F","地區醫院","高雄市",38,2009,55
8403,"F","地區醫院","高雄市",38,2010,42
8404,"F","地區醫院","高雄市",38,2011,56
8405,"F","地區醫院","高雄市",38,2012,80
8406,"F","地區醫院","高雄市",39,2005,20
8407,"F","地區醫院","高雄市",39,2006,24
8408,"F","地區醫院","高雄市",39,2007,21
8409,"F","地區醫院","高雄市",39,2008,82
8410,"F","地區醫院","高雄市",39,2009,37
8411,"F","地區醫院","高雄市",39,2010,48
8412,"F","地區醫院","高雄市",39,2011,48
8413,"F","地區醫院","高雄市",39,2012,60
8414,"F","地區醫院","高雄市",40,2005,15
8415,"F","地區醫院","高雄市",40,2006,21
8416,"F","地區醫院","高雄市",40,2007,19
8417,"F","地區醫院","高雄市",40,2008,80
8418,"F","地區醫院","高雄市",40,2009,39
8419,"F","地區醫院","高雄市",40,2010,36
8420,"F","地區醫院","高雄市",40,2011,53
8421,"F","地區醫院","高雄市",40,2012,49
8422,"F","地區醫院","高雄市",41,2005,9
8423,"F","地區醫院","高雄市",41,2006,18
8424,"F","地區醫院","高雄市",41,2007,27
8425,"F","地區醫院","高雄市",41,2008,77
8426,"F","地區醫院","高雄市",41,2009,51
8427,"F","地區醫院","高雄市",41,2010,34
8428,"F","地區醫院","高雄市",41,2011,46
8429,"F","地區醫院","高雄市",41,2012,61
8430,"F","地區醫院","高雄市",42,2005,11
8431,"F","地區醫院","高雄市",42,2006,11
8432,"F","地區醫院","高雄市",42,2007,15
8433,"F","地區醫院","高雄市",42,2008,71
8434,"F","地區醫院","高雄市",42,2009,41
8435,"F","地區醫院","高雄市",42,2010,42
8436,"F","地區醫院","高雄市",42,2011,45
8437,"F","地區醫院","高雄市",42,2012,46
8438,"F","地區醫院","高雄市",43,2005,14
8439,"F","地區醫院","高雄市",43,2006,13
8440,"F","地區醫院","高雄市",43,2007,10
8441,"F","地區醫院","高雄市",43,2008,71
8442,"F","地區醫院","高雄市",43,2009,41
8443,"F","地區醫院","高雄市",43,2010,38
8444,"F","地區醫院","高雄市",43,2011,44
